sentences
"1	« 10 000 décès par semaine, c’est 10 000 de trop »"
"2046	A Libramont, l'échevin Bernard Jacquemin indique que les récentes pluies n'ont pas permis de reconstituer les réserves."
"2047	À Libreville, la capitale du Gabon, personne n’y croyait plus vraiment : l’arrivée d’un président français dans le pays."
2048	Aliens : Dark Descent devrait comporter des éléments de gestion de base pour rechercher de nouvelles technologies et rendre ses combattants meilleurs.
"2049	À Lienz, tout était réuni et j’ai su en profiter."
"2050	A Lille, une manifestation anti-pass a rassemblé quelque 250 personnes, selon la préfecture."
"2051	À l’image d’autres projets équivalents réalisés au Québec, les élus de la MRC d’Arthabaska envisagent une éventuelle prise de participation dans le projet afin de maximiser les retombées économiques dans la région."
"2052	A l'image de ce qu'a réalisé cet Aindinois, Bruno."
"2053	À l'image de ces deux chefs-d'œuvre vidéoludiques, Abzû comporte la grâce et la poésie d'un gameplay fluide et innovant, combiné à un monde mystérieux et ancien, créatif et haut en couleurs, qui compte aussi son lot de défis et de dangers."
"2054	A l'image de cet appel radio d'un soldat russe à sa hiérarchie, présenté comme Buran-30 : « Je cherche des routes pour battre en retraite », explique-t-il."
"2055	À l’image de cette retraitée, les habitants des territoires au nord de Kyïv portant les stigmates du passage des Russes croient en la promesse du gouvernement, qui souhaite «restaurer le parc» immobilier «endommagé»."
"2056	À l’image de la finale de l’Ouest contre les Oilers, MacKinnon a aussi rappelé qu’il est en mission pour obtenir une première bague."
"2057	À l'image de la mise en scène du film, l'acteur hollywoodien montre les gros bras, mais ne sait jamais vraiment quoi en faire, étouffant ainsi complètement l'émotion du spectateur."
"2058	À l'image de la scène avec les palmiers, de nombreux moments permettaient de mieux installer le décor, et le climat qui règne dans ce bâtiment riche et protégé."
"2059	À l’image de la Sierra Leone, du Tchad ou du Burkina Faso, six pays ont aboli la peine de mort ces dernières années."
"2060	À l'image de la transformation manquée par Ramos à la 62e, les visiteurs ont fait preuve de beaucoup trop d'imprécisions."
"2061	À l’image de mon client, ces cambrioleurs-là ne sont pas dangereux."
"2062	À l’image de nombreux jeux qui sont sortis durant les derniers mois, la vie de Halo Infinite est bien plus ponctuée de bas que de hauts."
"2063	À l’image de Rockstar qui rend hommage à « » du personnage principal de son jeu, nombreux sont les messages de condoléances, accompagnés d’un souvenir marquant de joueurs, qui sont adressés à la famille de l’acteur."
"2064	» À l’image des 800 militants réunis à Strasbourg (Alsace) pour l’université d’été du PCF, Alexandre, 23 ans, compte bien être utile aux mobilisations sociales."
2065	À l'image de sa détente sur le coup franc tiré par Iago Aspas.
"2066	À l’image des disques dur internes, il existe des SSD externes qui vous permettent de transporter facilement vos données."
"2067	À l’image de Strasbourg, Metz, Charleville-Mézières, Lyon, Nantes, Chartres, la ville de Nancy veut, à son tour, «proposer une nouvelle façon de vivre en ville»"
"2068	À l’image de Tessa Tamplin, parfaitement lancée en profondeur par Thaïs Hurni, qui s’est présentée seule face à la gardienne adverse, mais dont la tentative a été sauvée sur la ligne par Noemi Gillmann (8e)."
"2069	A l’image de tous les joueurs de la sélection nationale, est toujours sous le choc de l’élimination de la prochaine Coupe du Monde."
2070	A l’image du gel destructeur d’avril 2021 qui avait ravagé près de 85% de la récolte du prince du verger valaisan?
2071	A l’image d’une Mallaury Martins exemplaire et proche d’une belle perf.
"2072	A l'image d'une saison très compliquée dans son vestiaire, le Paris SG a vécu un samedi houleux avant de défier Lyon."
"2073	À l’image d’un leader moral, sage et courageux, que nous connaissions aussi de plus près, en tant que mère, grand-mère et arrière-grand-mère, cheffe de la famille royale.»"
"2074	À l’image du poêle à granules, les yeux de Malcom Fisher s’illuminent au moment de mettre en marche son système de chauffage."
"2075	À l’image du préfet délégué à la reconstruction des vallées, qui les sillonne inlassablement."
"2076	Alimentation, carburant, médicaments… l’inflation n’épargne aucun secteur, tandis que le gouvernement livre désormais le sort du pays au Fonds monétaire international (FMI)."
"2077	Aliment de base pour près de 500 millions d’Africains, le manioc est un tubercule transformé en de multiples produits dérivés."
"2078	Alina Kabajeva n’est pas visée par les sanctions occidentales, contrairement à d’autres proches de Vladimir Poutine ainsi que des personnalités de son entourage, notamment des nombreux oligarques."
"2079	Aline», son premier roman, paraît en avril, en coédition chez Perrin, à Paris, et chez Payot, à Lausanne."
"2080	A l’initiative de la Primature, un panel a eu lieu quelques minutes après cette adresse dans les locaux de l’Institut national polytechnique Félix Houphouët-Boigny de Yamoussoukro."
"2081	""À l’instar d’autres disciplines de pleine nature de notre territoire, l’escalade n’est que peu valorisée et l’entretien des lieux de pratiques est difficile"""
"2082	""À l'instar d'autres escape games, il s'agit de résoudre des puzzles et de coopération avec les autres joueurs."
"2083	À l’instar d’autres missions connexes, l’histoire de Freya risque de vous accrocher davantage que certaines portions du récit principal."
"2084	A l’instar d’autres pays du monde, la Guinée a pris part aux travaux de la 15 réunion des Nations-Unies sur la biodiversité (COP15), qui s’est tenue du 7 au 19 décembre 2022 à Montréal."
2085	A l’instar de la Sablière qui s’est également retrouvée sous les eaux.
"2086	""A l'instar de l'ensemble du secteur automobile suisse, nous sommes bouleversés par les actes de guerre de la Russie actuellement observés en Ukraine"", dit Christoph Wolnik, porte-parole d'auto-suisse."
"2087	À l’instar de l’ouverture du droit de vote aux étrangers proposée par le député Sacha Houlié, à laquelle Gérald Darmanin a immédiatement fait savoir qu’il est « fermement opposé »."
"2088	À l’instar de milliers d’Iraniens et d’une quarantaine d’étrangers détenus dans les geôles de la République islamique, le monde du cinéma paie un lourd tribut à la répression de la révolte populaire."
"2089	A l’instar de New stars, plusieurs autres clubs d’4élites vivent presque la même situation."
"2090	À l’instar de nombreuses autres organisations, la FAO participe à la 19e réunion des parties du Partenariat pour les forêts du Bassin du Congo (PFBC) qui s’est ouverte ce mardi à Libreville."
"2091	À l’instar de nombreux sportifs de renommée internationale, Max Verstappen a acquis un jet privé pour voyager en 2021."
"2092	À l’instar de plusieurs dizaines de nouvelles municipalités qui ont été formées à la suite de la réforme de la gouvernance locale au Nouveau-Brunswick, la Municipalité régionale de Grand-Sault entreprendra un nouveau chapitre de son histoire en janvier."
"2093	A l'instar des Antres Dynamax, Pokémon Ecarlate / Violet proposera des raids Teracristal, et des événements spéciaux liés à ces derniers."
"2094	À l'instar des autres périodes de l'année, le temps des Fêtes est propice aux tentatives de fraude."
"2095	À l'instar des autres régions du Québec, la Banque alimentaire Memphrémagog (BAM) fait face à…"
"2096	A l’instar des éditions précédentes, la JIFA 2022 sera consacrée à la sensibilisation de l’opinion publique sur les questions liées au bien-être et à l’épanouissement des familles ainsi que sur les grands défis du développement durable."
"2097	À l’instar de son rival – mais surtout grand ami – chez les Diamants, Josué Peley en sera à une deuxième campagne aux commandes des Alouettes de Charlesbourg."
"2098	A l’instar des quotas de femmes sur les listes électorales, une députée bruxelloise souhaite instaurer des quotas de personnes célibataires."
"2099	À l’intérieur, cinq migrants étaient découverts, dont un Égyptien de 35 ans blessé par balle à la tête et transporté «en urgence vitale absolue» à l’hôpital."
"2100	À l’intérieur de ce programme, Radek Lipka met en avant une soirée qui comptera sans doute comme la plus importante : celle dédiée à une sélection de courts métrages ukrainiens (le 12 octobre à Neimënster), réalisés entre 2014 et 2022, suivie d’un débat."
"2101	À l’intérieur du pays, presque le même phénomène s’observe, un ciel bien dégagé et ensoleillé à l’Est, de Djelfa et Bouira à Tébessa et Souk Ahras, et couvert à l’ouest, de Laghouat à Naama."
"2102	À l'intérieur du véhicule, plusieurs emballages sous vide transparents contenant de la kétamine, de la cocaïne et de la marijuana ont été découverts, prêts à être livrés de porte à porte."
"2103	À l’intérieur, l’emploi de sièges baquets à coque carbone se traduit par un gain de 5 kg. Les harnais de sécurité six points, les panneaux de portes dépouillés et la finition en suédine contribuent à l’ambiance course."
"2104	A l’intérieur, les murs sont ornés de plantes, les ampoules à basse consommation et nous avons droit à une démonstration."
"2105	À l’intérieur, une vingtaine de figurants de la dernière Fevi tout sourire."
"2106	A l’interne, il doit lutter contre une frange, tentée par les interdictions et les anathèmes, dont l’exaltation ternit l’image du parti."
"2107	À l’Inter, on attend les résultats des tests programmés ce mercredi."
"2108	À l'inverse, après plusieurs séances fastes grâce à l'accélération du tourisme après deux années moroses, les compagnies aériennes reprenaient leur souffle."
"2109	À l’inverse, bien qu’elle soit la capitale du pays, l’infrastructure de Bruxelles est inférieure à celle d’Anvers.”"
"2110	À l’inverse, ça m’interpelle encore beaucoup, car j’ai plusieurs amies qui sont toujours dans l’attente et qui vivent les répercussions au quotidien."
"2111	À l’inverse, cette dernière régresse concernant la presse locale et nationale."
"2112	A l'inverse, chez les Foréziens, on sent poindre un petit complexe d'infériorité."
"2113	À l’inverse, d’autres voyaient que c’était plein d’optimisme, qu’une histoire d’amour, c’est toujours beau."
"2114	A l'inverse de l'Autriche, la France estime que l'intégration de la Croatie, la Roumanie et la Bulgarie dans Schengen permettrait ""de mieux respecter le contrôle de nos frontières"" et de limiter les arrivées par la route des Balkans."
"2115	À l'inverse du personnage de Lily James, qui tente de rester un modèle de sérénité et de douceur malgré ses fêlures, celui de Sebastian Stan oscille constamment entre fureur bouillonnante et charme magnétique."
